"iteration","fold","trait","location","pearson","ndcg_at_10","seed","n_test_genotypes"
7,1,"DTF_mean","AUS",0.343593801403569,0.801226284720716,1007,100
7,1,"DTF_mean","PAK",0.340622139533987,0.741260545501913,1007,64
7,1,"DTH_mean","AUS",0.36281427687129,0.662740960521708,1007,99
7,1,"DTH_mean","PAK",0.19796624240143,0.791709261829052,1007,63
7,1,"PcleLng_blue","AUS",0.309283672264942,0.662476848471993,1007,100
7,1,"PcleLng_blue","PAK",-0.0474819328187461,0.631167533802123,1007,66
7,1,"SdW_z_blue","AUS",0.484888304928167,0.826988771714804,1007,107
7,1,"SdW_z_blue","PAK",0.13333587958164,0.643046167386062,1007,62
7,1,"TGW_blue","AUS",0.513757559613395,0.763285886980332,1007,97
7,1,"TGW_blue","PAK",0.148628938252799,0.613067173618931,1007,62
7,1,"SdLen_blue","AUS",0.479033963531094,0.798580493886058,1007,97
7,1,"SdLen_blue","PAK",0.109936706787668,0.752752207950108,1007,62
7,1,"DTF_blue","AUS",0.350761067835268,0.821369244134731,1007,100
7,1,"DTF_blue","PAK",0.348931681911295,0.793005682113212,1007,64
7,1,"DTH_blue","AUS",0.370589083383943,0.674652766416141,1007,99
7,1,"DTH_blue","PAK",0.20271290213502,0.786401538369733,1007,63
7,2,"PcleLng_mean","AUS",0.434493766671547,0.715015789843245,1007,102
7,2,"PcleLng_mean","PAK",-0.0881442759993717,0.459886820125188,1007,61
7,2,"SdW_mean","AUS",0.39064913869367,0.577746717775467,1007,107
7,2,"SdW_mean","PAK",-0.25254140133652,0.378911386568828,1007,60
7,2,"TGW_mean","AUS",0.491701036044513,0.679247292216967,1007,101
7,2,"TGW_mean","PAK",0.148017486041644,0.798036496708812,1007,60
7,2,"SdLen_mean","AUS",0.487980909612047,0.753805478938391,1007,101
7,2,"SdLen_mean","PAK",0.137759737406476,0.743374415848991,1007,60
7,2,"DTF_mean","AUS",0.405318805488961,0.860903542500641,1007,102
7,2,"DTF_mean","PAK",0.382366785372701,0.700370981697616,1007,61
7,2,"DTH_mean","AUS",0.366662457953197,0.815709095610779,1007,102
7,2,"DTH_mean","PAK",0.178530814933711,0.850007128208668,1007,60
7,2,"PcleLng_blue","AUS",0.437198369691947,0.717686322006214,1007,102
7,2,"PcleLng_blue","PAK",-0.0513151017969128,0.50074233290842,1007,61
7,2,"SdW_z_blue","AUS",0.392996676416812,0.59232857553966,1007,107
7,2,"SdW_z_blue","PAK",-0.181698255403839,0.426989600850735,1007,60
7,2,"TGW_blue","AUS",0.488526413021159,0.689011890208384,1007,101
7,2,"TGW_blue","PAK",0.16609713004635,0.790891180278178,1007,60
7,2,"SdLen_blue","AUS",0.481937912579357,0.756142910803851,1007,101
7,2,"SdLen_blue","PAK",0.152395595658708,0.689492419195804,1007,60
7,2,"DTF_blue","AUS",0.415121234984459,0.863721655967923,1007,102
7,2,"DTF_blue","PAK",0.417578954279988,0.726887496252762,1007,61
7,2,"DTH_blue","AUS",0.364750847525055,0.818313933306975,1007,102
7,2,"DTH_blue","PAK",0.182785710107469,0.867317100000478,1007,60
7,3,"PcleLng_mean","AUS",0.419535250824555,0.638235358516668,1007,104
7,3,"PcleLng_mean","PAK",0.0991885155610567,0.542403900249362,1007,50
7,3,"SdW_mean","AUS",0.229375655410139,0.6512513596819,1007,106
7,3,"SdW_mean","PAK",0.0467587533223013,0.56197634287168,1007,47
7,3,"TGW_mean","AUS",0.475130625638729,0.734498763697551,1007,99
7,3,"TGW_mean","PAK",0.0432390548497806,0.681078748996293,1007,47
7,3,"SdLen_mean","AUS",0.47827742905259,0.719272673707274,1007,99
7,3,"SdLen_mean","PAK",0.103648673498652,0.678812767372544,1007,47
7,3,"DTF_mean","AUS",0.264860682481388,0.807132121838498,1007,104
7,3,"DTF_mean","PAK",0.401798611694167,0.88261397902924,1007,51
7,3,"DTH_mean","AUS",0.258889390996838,0.664944921775303,1007,102
7,3,"DTH_mean","PAK",0.291863282762953,0.815031581420426,1007,48
7,3,"PcleLng_blue","AUS",0.406468604593542,0.65475795738908,1007,104
7,3,"PcleLng_blue","PAK",0.105341783079519,0.581396884210559,1007,50
7,3,"SdW_z_blue","AUS",0.244420009508383,0.635497955945763,1007,106
7,3,"SdW_z_blue","PAK",0.082456514022545,0.592671417082181,1007,47
7,3,"TGW_blue","AUS",0.461248728359578,0.724515780005521,1007,99
7,3,"TGW_blue","PAK",0.0205263317076177,0.657094516683408,1007,47
7,3,"SdLen_blue","AUS",0.476771223138718,0.719282317852941,1007,99
7,3,"SdLen_blue","PAK",0.114670829120327,0.649042595747646,1007,47
7,3,"DTF_blue","AUS",0.25457476737956,0.879636606159759,1007,104
7,3,"DTF_blue","PAK",0.485862396575454,0.882721949160362,1007,51
7,3,"DTH_blue","AUS",0.270116154263401,0.666883767034009,1007,102
7,3,"DTH_blue","PAK",0.290127972822233,0.818813602854117,1007,48
7,4,"PcleLng_mean","AUS",0.30371679791435,0.512347285182515,1007,104
7,4,"PcleLng_mean","PAK",0.189468925305537,0.334794532537955,1007,61
7,4,"SdW_mean","AUS",0.39978578495251,0.823107291178148,1007,106
7,4,"SdW_mean","PAK",0.0968563062594627,0.506496991943411,1007,57
7,4,"TGW_mean","AUS",0.475471417140343,0.82351927037186,1007,103
7,4,"TGW_mean","PAK",0.119451132051006,0.649102663048814,1007,57
7,4,"SdLen_mean","AUS",0.525297939857577,0.825032863159379,1007,103
7,4,"SdLen_mean","PAK",0.171290137745129,0.571966739734531,1007,57
7,4,"DTF_mean","AUS",0.120806585930784,0.698984475854518,1007,104
7,4,"DTF_mean","PAK",0.295245123576492,0.813152060957626,1007,62
7,4,"DTH_mean","AUS",0.366894588480226,0.719493945664375,1007,105
7,4,"DTH_mean","PAK",0.535163819856395,0.925698978182663,1007,58
7,4,"PcleLng_blue","AUS",0.299416502679193,0.507185860411763,1007,104
7,4,"PcleLng_blue","PAK",0.22583663909638,0.352729615422374,1007,61
7,4,"SdW_z_blue","AUS",0.394583420163779,0.827019984190712,1007,106
7,4,"SdW_z_blue","PAK",0.104475482745465,0.519572865446163,1007,57
7,4,"TGW_blue","AUS",0.468744491351793,0.831574581708607,1007,103
7,4,"TGW_blue","PAK",0.12448630318962,0.639925754370379,1007,57
7,4,"SdLen_blue","AUS",0.52765567966333,0.827730124880135,1007,103
7,4,"SdLen_blue","PAK",0.164509972556333,0.600987793132099,1007,57
7,4,"DTF_blue","AUS",0.118676470293254,0.761297407072679,1007,104
7,4,"DTF_blue","PAK",0.269638973443365,0.772060125820708,1007,62
7,4,"DTH_blue","AUS",0.380242886742757,0.739337152307159,1007,105
7,4,"DTH_blue","PAK",0.532494002656675,0.930989076396032,1007,58
7,5,"PcleLng_mean","AUS",0.325290444673752,0.653001413891944,1007,107
7,5,"PcleLng_mean","PAK",0.140507836763542,0.507639433939979,1007,59
7,5,"SdW_mean","AUS",0.265398412836449,0.718998923583216,1007,109
7,5,"SdW_mean","PAK",-0.0830634937616493,0.50683129641948,1007,55
7,5,"TGW_mean","AUS",0.420917902086217,0.694235579783261,1007,106
7,5,"TGW_mean","PAK",0.114178483449636,0.638129603241322,1007,55
7,5,"SdLen_mean","AUS",0.452412828436451,0.84319601882726,1007,106
7,5,"SdLen_mean","PAK",0.177121015607072,0.68080564252331,1007,55
7,5,"DTF_mean","AUS",0.117323586753443,0.78375134248132,1007,107
7,5,"DTF_mean","PAK",0.352874260611366,0.820573511339615,1007,60
7,5,"DTH_mean","AUS",0.436520945597968,0.773271795199619,1007,104
7,5,"DTH_mean","PAK",0.453393392593238,0.907647016320111,1007,56
7,5,"PcleLng_blue","AUS",0.337031659872505,0.660935506966055,1007,107
7,5,"PcleLng_blue","PAK",0.148792137481946,0.403646902455231,1007,59
7,5,"SdW_z_blue","AUS",0.303621710515697,0.700402376197341,1007,109
7,5,"SdW_z_blue","PAK",-0.0594149163269656,0.497805244137015,1007,55
7,5,"TGW_blue","AUS",0.428564277197954,0.696996516531554,1007,106
7,5,"TGW_blue","PAK",0.123569895731419,0.631696158974064,1007,55
7,5,"SdLen_blue","AUS",0.465438551330176,0.847972342441623,1007,106
7,5,"SdLen_blue","PAK",0.154103524571878,0.710717947432451,1007,55
7,5,"DTF_blue","AUS",0.138837256816683,0.904955500780112,1007,107
7,5,"DTF_blue","PAK",0.400312481400689,0.869271369668901,1007,60
7,5,"DTH_blue","AUS",0.441561740671332,0.77094629239394,1007,104
7,5,"DTH_blue","PAK",0.449471360669897,0.900102079954218,1007,56
8,1,"PcleLng_mean","AUS",0.443752779392795,0.674635045510371,1008,102
8,1,"PcleLng_mean","PAK",0.104124262585548,0.52961540779086,1008,58
8,1,"SdW_mean","AUS",0.322412685441244,0.749806236886684,1008,106
8,1,"SdW_mean","PAK",0.127310757695242,0.404285330375904,1008,56
8,1,"TGW_mean","AUS",0.513495705341354,0.705927639491544,1008,100
8,1,"TGW_mean","PAK",0.488790674515538,0.811949513626198,1008,56
8,1,"SdLen_mean","AUS",0.553603492002684,0.726334615319095,1008,100
8,1,"SdLen_mean","PAK",0.296367332536257,0.736424357177543,1008,56
8,1,"DTF_mean","AUS",0.19490745261365,0.684162940751621,1008,102
8,1,"DTF_mean","PAK",0.471238074041271,0.859480059997993,1008,57
8,1,"DTH_mean","AUS",0.282346863972395,0.785970905951514,1008,99
8,1,"DTH_mean","PAK",0.334085175276968,0.892523324572307,1008,56
8,1,"PcleLng_blue","AUS",0.433145650795746,0.681859514661828,1008,102
8,1,"PcleLng_blue","PAK",0.108795832581937,0.44358110262835,1008,58
8,1,"SdW_z_blue","AUS",0.322233637710934,0.709260332335934,1008,106
8,1,"SdW_z_blue","PAK",0.112090431695935,0.48524146768414,1008,56
8,1,"TGW_blue","AUS",0.520228440468867,0.706390490859538,1008,100
8,1,"TGW_blue","PAK",0.45827270145372,0.801340267326291,1008,56
8,1,"SdLen_blue","AUS",0.551506406176709,0.74163408289789,1008,100
8,1,"SdLen_blue","PAK",0.29829326145213,0.732171056885015,1008,56
8,1,"DTF_blue","AUS",0.20771442396434,0.740449578822504,1008,102
8,1,"DTF_blue","PAK",0.466192259784597,0.855056827827921,1008,57
8,1,"DTH_blue","AUS",0.274911430617346,0.776454450325829,1008,99
8,1,"DTH_blue","PAK",0.357038684901614,0.914505999242339,1008,56
8,2,"PcleLng_mean","AUS",0.343953571301066,0.66810015493596,1008,101
8,2,"PcleLng_mean","PAK",0.158966401257679,0.521659297917234,1008,55
8,2,"SdW_mean","AUS",0.231122817628135,0.721469379246865,1008,105
8,2,"SdW_mean","PAK",-0.105054159826595,0.529012712130914,1008,52
8,2,"TGW_mean","AUS",0.447850579276739,0.716588356655235,1008,101
8,2,"TGW_mean","PAK",0.0397996058887956,0.555016718875894,1008,52
8,2,"SdLen_mean","AUS",0.400688298813992,0.840423277781353,1008,101
8,2,"SdLen_mean","PAK",0.0885572971006806,0.575040798810472,1008,52
8,2,"DTF_mean","AUS",0.321579084310732,0.838497872675693,1008,101
8,2,"DTF_mean","PAK",0.148172380759291,0.861070186756711,1008,54
8,2,"DTH_mean","AUS",0.409732108192493,0.769122387528838,1008,100
8,2,"DTH_mean","PAK",0.483907758465083,0.885891345561043,1008,53
8,2,"PcleLng_blue","AUS",0.340061584683792,0.67150019145861,1008,101
8,2,"PcleLng_blue","PAK",0.159637890001525,0.532148658311985,1008,55
8,2,"SdW_z_blue","AUS",0.283876329993284,0.721681968578254,1008,105
8,2,"SdW_z_blue","PAK",-0.0904670793998933,0.545801922392086,1008,52
8,2,"TGW_blue","AUS",0.435289632561619,0.737144914769298,1008,101
8,2,"TGW_blue","PAK",0.0777814871666885,0.572396849988144,1008,52
8,2,"SdLen_blue","AUS",0.402131538076499,0.790600568158699,1008,101
8,2,"SdLen_blue","PAK",0.103242164111615,0.570385210242384,1008,52
8,2,"DTF_blue","AUS",0.325684515718166,0.833299693383803,1008,101
8,2,"DTF_blue","PAK",0.13268322467183,0.844623732344444,1008,54
8,2,"DTH_blue","AUS",0.42655891375246,0.765281547558127,1008,100
8,2,"DTH_blue","PAK",0.502051162940206,0.879510837655067,1008,53
8,3,"PcleLng_mean","AUS",0.348532619471873,0.727943344566936,1008,105
8,3,"PcleLng_mean","PAK",-0.00598202293381882,0.639818089083286,1008,56
8,3,"SdW_mean","AUS",0.442205274423273,0.793261081537962,1008,107
8,3,"SdW_mean","PAK",0.133498775507002,0.633629370512775,1008,52
8,3,"TGW_mean","AUS",0.445733043194866,0.708824571618363,1008,102
8,3,"TGW_mean","PAK",-0.133075545472141,0.580472144197178,1008,52
8,3,"SdLen_mean","AUS",0.449426202332843,0.812570233028442,1008,102
8,3,"SdLen_mean","PAK",0.042183579481959,0.644522447608512,1008,52
8,3,"DTF_mean","AUS",0.32175318028317,0.816101794007752,1008,105
8,3,"DTF_mean","PAK",0.398649628219582,0.803773191832307,1008,57
8,3,"DTH_mean","AUS",0.376803142038655,0.690688300164579,1008,104
8,3,"DTH_mean","PAK",0.319512121385514,0.891880717223055,1008,52
8,3,"PcleLng_blue","AUS",0.354317928766045,0.762305665976504,1008,105
8,3,"PcleLng_blue","PAK",-0.00335666179627144,0.614132010613179,1008,56
8,3,"SdW_z_blue","AUS",0.478610465293166,0.802346505197466,1008,107
8,3,"SdW_z_blue","PAK",0.0687639705329246,0.600871051650469,1008,52
8,3,"TGW_blue","AUS",0.451016332505911,0.747287677193961,1008,102
8,3,"TGW_blue","PAK",-0.153807942928834,0.574069220675973,1008,52
8,3,"SdLen_blue","AUS",0.461269115047196,0.820967554602144,1008,102
8,3,"SdLen_blue","PAK",0.0542753521162671,0.64023902350412,1008,52
8,3,"DTF_blue","AUS",0.288388968987098,0.81232996182131,1008,105
8,3,"DTF_blue","PAK",0.412798642817778,0.791493374182387,1008,57
8,3,"DTH_blue","AUS",0.384966253616237,0.695719508594284,1008,104
8,3,"DTH_blue","PAK",0.328769342909855,0.889507668387777,1008,52
8,4,"PcleLng_mean","AUS",0.460849011074931,0.595312857446235,1008,108
8,4,"PcleLng_mean","PAK",0.058537886319368,0.387757120296588,1008,62
8,4,"SdW_mean","AUS",0.393020645199585,0.68028167007616,1008,109
8,4,"SdW_mean","PAK",-0.0660845862318297,0.41839494085564,1008,57
8,4,"TGW_mean","AUS",0.500776597471076,0.769866339454145,1008,106
8,4,"TGW_mean","PAK",0.094300860051176,0.735297583543403,1008,57
8,4,"SdLen_mean","AUS",0.541590185664879,0.756113389840929,1008,106
8,4,"SdLen_mean","PAK",0.00919146506359756,0.587771200880305,1008,57
8,4,"DTF_mean","AUS",0.246581945046049,0.791539016647416,1008,108
8,4,"DTF_mean","PAK",0.406974407174914,0.810805844031855,1008,62
8,4,"DTH_mean","AUS",0.437543126663693,0.701485855139211,1008,107
8,4,"DTH_mean","PAK",0.302689750241306,0.865639996006796,1008,59
8,4,"PcleLng_blue","AUS",0.461967153877355,0.573122873972071,1008,108
8,4,"PcleLng_blue","PAK",0.116397485318165,0.434076796384091,1008,62
8,4,"SdW_z_blue","AUS",0.380599210875391,0.668688359757507,1008,109
8,4,"SdW_z_blue","PAK",-0.0242009475330507,0.421841128857964,1008,57
8,4,"TGW_blue","AUS",0.499886873907293,0.75728630535407,1008,106
8,4,"TGW_blue","PAK",0.112199175124297,0.743070817923941,1008,57
8,4,"SdLen_blue","AUS",0.55070095102235,0.763261532620432,1008,106
8,4,"SdLen_blue","PAK",0.0220890532731022,0.609404848518237,1008,57
8,4,"DTF_blue","AUS",0.222626353559703,0.769985770040538,1008,108
8,4,"DTF_blue","PAK",0.419319256340778,0.824684381741465,1008,62
8,4,"DTH_blue","AUS",0.44502674807567,0.668448358705621,1008,107
8,4,"DTH_blue","PAK",0.310019494553567,0.870195120639396,1008,59
8,5,"PcleLng_mean","AUS",0.266318614430415,0.605413553186988,1008,101
8,5,"PcleLng_mean","PAK",-0.0224634472489604,0.490121112821267,1008,66
8,5,"SdW_mean","AUS",0.371260505604637,0.763461222739376,1008,108
8,5,"SdW_mean","PAK",-0.0875126049619842,0.514741927375996,1008,64
8,5,"TGW_mean","AUS",0.50933350986812,0.794961973626866,1008,97
8,5,"TGW_mean","PAK",0.0801525117563637,0.683936033607662,1008,64
8,5,"SdLen_mean","AUS",0.509199649025282,0.863552728800911,1008,97
8,5,"SdLen_mean","PAK",0.196103434405686,0.82828355065221,1008,64
8,5,"DTF_mean","AUS",0.15437507191472,0.768997012425286,1008,101
8,5,"DTF_mean","PAK",0.289627112972148,0.673239738884633,1008,68
8,5,"DTH_mean","AUS",0.277602419422985,0.714373326570119,1008,102
8,5,"DTH_mean","PAK",0.280688567033189,0.738650406967593,1008,65
8,5,"PcleLng_blue","AUS",0.29607731956628,0.663843542840508,1008,101
8,5,"PcleLng_blue","PAK",0.0267206064492761,0.540121154945641,1008,66
8,5,"SdW_z_blue","AUS",0.391821506767866,0.726431326427063,1008,108
8,5,"SdW_z_blue","PAK",-0.00619213003031776,0.544162516670088,1008,64
8,5,"TGW_blue","AUS",0.508460364741039,0.78457922552696,1008,97
8,5,"TGW_blue","PAK",0.101321390042509,0.693215193830435,1008,64
8,5,"SdLen_blue","AUS",0.515556046304827,0.859121041617272,1008,97
8,5,"SdLen_blue","PAK",0.197930186235726,0.811879950871818,1008,64
8,5,"DTF_blue","AUS",0.167061405233636,0.837801646434692,1008,101
8,5,"DTF_blue","PAK",0.385414078214438,0.700918103304834,1008,68
8,5,"DTH_blue","AUS",0.290513799681511,0.731714161253445,1008,102
8,5,"DTH_blue","PAK",0.246862421299082,0.750072391931528,1008,65
9,1,"PcleLng_mean","AUS",0.369971369056753,0.645527206778594,1009,103
9,1,"PcleLng_mean","PAK",0.103601898143892,0.357097391730289,1009,62
9,1,"SdW_mean","AUS",0.365077286744173,0.757149034601159,1009,108
9,1,"SdW_mean","PAK",0.104088151646101,0.568346467238639,1009,59
9,1,"TGW_mean","AUS",0.601060395965729,0.752854279144296,1009,100
9,1,"TGW_mean","PAK",0.195845884190204,0.652980025423994,1009,59
9,1,"SdLen_mean","AUS",0.602961437120933,0.81544783007715,1009,100
9,1,"SdLen_mean","PAK",0.052331739860707,0.543554455524822,1009,59
9,1,"DTF_mean","AUS",0.287925274436128,0.797807785720894,1009,103
9,1,"DTF_mean","PAK",0.494988745949992,0.896418504003648,1009,61
9,1,"DTH_mean","AUS",0.468846052303631,0.709383014904569,1009,100
9,1,"DTH_mean","PAK",0.530343776940459,0.92261413009163,1009,59
9,1,"PcleLng_blue","AUS",0.360740234244576,0.640150926596079,1009,103
9,1,"PcleLng_blue","PAK",0.14460187701804,0.358158270475907,1009,62
9,1,"SdW_z_blue","AUS",0.375038239978442,0.742637865240689,1009,108
9,1,"SdW_z_blue","PAK",0.0964441522183752,0.596421482156271,1009,59
9,1,"TGW_blue","AUS",0.595925344926208,0.760476303027277,1009,100
9,1,"TGW_blue","PAK",0.195132477662971,0.622530875771715,1009,59
9,1,"SdLen_blue","AUS",0.616342055639628,0.845997650077957,1009,100
9,1,"SdLen_blue","PAK",0.0392499141512961,0.522222312395416,1009,59
9,1,"DTF_blue","AUS",0.298372484050593,0.844613505053832,1009,103
9,1,"DTF_blue","PAK",0.489104952376534,0.870091475954809,1009,61
9,1,"DTH_blue","AUS",0.470110096788418,0.72540815636447,1009,100
9,1,"DTH_blue","PAK",0.540611187227422,0.92589272742066,1009,59
9,2,"PcleLng_mean","AUS",0.336184683940893,0.597232523817568,1009,105
9,2,"PcleLng_mean","PAK",0.120067435187077,0.570083820703186,1009,65
9,2,"SdW_mean","AUS",0.385530669414234,0.679981525588306,1009,109
9,2,"SdW_mean","PAK",-0.0628263166361598,0.448466174857663,1009,61
9,2,"TGW_mean","AUS",0.535167801492615,0.754095740835714,1009,104
9,2,"TGW_mean","PAK",0.0930002523593647,0.756311041124823,1009,61
9,2,"SdLen_mean","AUS",0.574744350341208,0.772620489212463,1009,104
9,2,"SdLen_mean","PAK",0.0772149453916151,0.721147853200086,1009,61
9,2,"DTF_mean","AUS",0.233997301533462,0.806592606759037,1009,105
9,2,"DTF_mean","PAK",0.4214459465956,0.771914440290448,1009,65
9,2,"DTH_mean","AUS",0.24695343903547,0.776943515017115,1009,105
9,2,"DTH_mean","PAK",0.376841876649514,0.930627403212747,1009,62
9,2,"PcleLng_blue","AUS",0.321321043289117,0.614757412792402,1009,105
9,2,"PcleLng_blue","PAK",0.150566393552709,0.592775758294298,1009,65
9,2,"SdW_z_blue","AUS",0.41987249609392,0.683794122891044,1009,109
9,2,"SdW_z_blue","PAK",-0.0137764237957151,0.547181750259241,1009,61
9,2,"TGW_blue","AUS",0.535007226128449,0.736578387279045,1009,104
9,2,"TGW_blue","PAK",0.073257239283542,0.72707477145646,1009,61
9,2,"SdLen_blue","AUS",0.576485106711414,0.773855581968022,1009,104
9,2,"SdLen_blue","PAK",0.0799980382116481,0.711495953766974,1009,61
9,2,"DTF_blue","AUS",0.228075459313187,0.808231587667101,1009,105
9,2,"DTF_blue","PAK",0.401701248545646,0.71077001537349,1009,65
9,2,"DTH_blue","AUS",0.248056947896001,0.729177639396041,1009,105
9,2,"DTH_blue","PAK",0.361249396114531,0.928182635450805,1009,62
9,3,"PcleLng_mean","AUS",0.356870081360722,0.645363637538046,1009,103
9,3,"PcleLng_mean","PAK",0.0122024836077097,0.694151110981899,1009,56
9,3,"SdW_mean","AUS",0.281949354414699,0.630677525698831,1009,107
9,3,"SdW_mean","PAK",-0.155017393131801,0.456706745929249,1009,55
9,3,"TGW_mean","AUS",0.412891797817481,0.749656265695054,1009,100
9,3,"TGW_mean","PAK",0.196641349687752,0.698289994321673,1009,55
9,3,"SdLen_mean","AUS",0.390184534001933,0.84758812042076,1009,100
9,3,"SdLen_mean","PAK",0.341112850235713,0.79365382232664,1009,55
9,3,"DTF_mean","AUS",0.153690883091893,0.683817905172944,1009,103
9,3,"DTF_mean","PAK",0.44633137953764,0.817861335655848,1009,55
9,3,"DTH_mean","AUS",0.398144166399238,0.594749012392783,1009,104
9,3,"DTH_mean","PAK",0.328467409593904,0.849894206458991,1009,55
9,3,"PcleLng_blue","AUS",0.351616269572895,0.616410519038523,1009,103
9,3,"PcleLng_blue","PAK",0.0620887303210684,0.682462855367962,1009,56
9,3,"SdW_z_blue","AUS",0.272466173277581,0.608639889174149,1009,107
9,3,"SdW_z_blue","PAK",-0.215354446125396,0.444724224615345,1009,55
9,3,"TGW_blue","AUS",0.405219068634269,0.744416786250695,1009,100
9,3,"TGW_blue","PAK",0.218658359210438,0.698538737416394,1009,55
9,3,"SdLen_blue","AUS",0.392639647376644,0.817825594145616,1009,100
9,3,"SdLen_blue","PAK",0.330994704766046,0.788142139609258,1009,55
9,3,"DTF_blue","AUS",0.132512548663143,0.701874245354693,1009,103
9,3,"DTF_blue","PAK",0.505228401739295,0.845168566916382,1009,55
9,3,"DTH_blue","AUS",0.40156324548499,0.559804746101351,1009,104
9,3,"DTH_blue","PAK",0.333128883489581,0.848960021399691,1009,55
9,4,"PcleLng_mean","AUS",0.3541262319776,0.677382624161686,1009,107
9,4,"PcleLng_mean","PAK",0.000988446469934347,0.387472604995759,1009,57
9,4,"SdW_mean","AUS",0.237369095383044,0.730090086860058,1009,107
9,4,"SdW_mean","PAK",-0.154608633059952,0.467124861924733,1009,53
9,4,"TGW_mean","AUS",0.480449256137434,0.747046483233045,1009,106
9,4,"TGW_mean","PAK",0.0501216564167664,0.633156946629943,1009,53
9,4,"SdLen_mean","AUS",0.537943159058436,0.901365497221204,1009,106
9,4,"SdLen_mean","PAK",-0.0535936253887322,0.588201916227864,1009,53
9,4,"DTF_mean","AUS",0.269767055407037,0.727549803197292,1009,107
9,4,"DTF_mean","PAK",0.276486610341923,0.599639579803626,1009,58
9,4,"DTH_mean","AUS",0.325175711487847,0.727946477254837,1009,107
9,4,"DTH_mean","PAK",0.109050978615282,0.730667894470136,1009,54
9,4,"PcleLng_blue","AUS",0.364058935633201,0.730807870525161,1009,107
9,4,"PcleLng_blue","PAK",0.00380591865081528,0.45726398304021,1009,57
9,4,"SdW_z_blue","AUS",0.271257173738497,0.719450235134976,1009,107
9,4,"SdW_z_blue","PAK",-0.137334272397499,0.464779344552599,1009,53
9,4,"TGW_blue","AUS",0.483391451908633,0.74994519647298,1009,106
9,4,"TGW_blue","PAK",0.0492895807529691,0.615798056411582,1009,53
9,4,"SdLen_blue","AUS",0.541598533731261,0.895051109749439,1009,106
9,4,"SdLen_blue","PAK",0.012624175606848,0.63824768267466,1009,53
9,4,"DTF_blue","AUS",0.274468595039857,0.744979530795215,1009,107
9,4,"DTF_blue","PAK",0.290129799608602,0.626826885893854,1009,58
9,4,"DTH_blue","AUS",0.345069311194305,0.756568112223447,1009,107
9,4,"DTH_blue","PAK",0.119605358840736,0.727654160894039,1009,54
9,5,"PcleLng_mean","AUS",0.400276452651451,0.736598336933298,1009,99
9,5,"PcleLng_mean","PAK",0.102404522040961,0.556293886364005,1009,57
9,5,"SdW_mean","AUS",0.42085680294768,0.80324705812395,1009,104
9,5,"SdW_mean","PAK",0.171428115619696,0.59913172106063,1009,53
9,5,"TGW_mean","AUS",0.374208869257456,0.756492850154123,1009,96
9,5,"TGW_mean","PAK",0.0492804533125895,0.682595204039057,1009,53
9,5,"SdLen_mean","AUS",0.316197660455396,0.732717842583931,1009,96
9,5,"SdLen_mean","PAK",0.18511421816139,0.657881353984421,1009,53
9,5,"DTF_mean","AUS",0.281506077637948,0.81292128840188,1009,99
9,5,"DTF_mean","PAK",0.0569791791353422,0.877261040069303,1009,59
9,5,"DTH_mean","AUS",0.371102021270791,0.783598633623277,1009,96
9,5,"DTH_mean","PAK",0.359936154088254,0.813403003520834,1009,55
9,5,"PcleLng_blue","AUS",0.416199539921521,0.73903577544822,1009,99
9,5,"PcleLng_blue","PAK",0.106493782818605,0.585964606842134,1009,57
9,5,"SdW_z_blue","AUS",0.455641882219101,0.785381100453982,1009,104
9,5,"SdW_z_blue","PAK",0.250391509796806,0.629106498038933,1009,53
9,5,"TGW_blue","AUS",0.37110767291947,0.767180335294717,1009,96
9,5,"TGW_blue","PAK",0.0769487131154098,0.678494441443183,1009,53
9,5,"SdLen_blue","AUS",0.318143447606703,0.736836921580112,1009,96
9,5,"SdLen_blue","PAK",0.209487245697474,0.657041703459263,1009,53
9,5,"DTF_blue","AUS",0.283514471455041,0.843395589313075,1009,99
9,5,"DTF_blue","PAK",0.0976517129451331,0.824678491770557,1009,59
9,5,"DTH_blue","AUS",0.388183278122461,0.803612514011376,1009,96
9,5,"DTH_blue","PAK",0.363913528078933,0.800815691469577,1009,55
10,1,"PcleLng_mean","AUS",0.411553722433429,0.644737001482101,1010,107
10,1,"PcleLng_mean","PAK",0.23631629377936,0.576970641579092,1010,58
10,1,"SdW_mean","AUS",0.320063607956576,0.601316877450811,1010,109
10,1,"SdW_mean","PAK",0.0164986111740208,0.548434184086616,1010,55
10,1,"TGW_mean","AUS",0.541046007854685,0.678124611359443,1010,107
10,1,"TGW_mean","PAK",0.0659457862117826,0.566914256592035,1010,55
10,1,"SdLen_mean","AUS",0.492456122085977,0.723171279318439,1010,107
10,1,"SdLen_mean","PAK",0.113513272111774,0.691951779494428,1010,55
10,1,"DTF_mean","AUS",0.243942057095911,0.852628188101639,1010,107
10,1,"DTF_mean","PAK",0.295214314418615,0.708427766318984,1010,58
10,1,"DTH_mean","AUS",0.359946257719871,0.698872884780662,1010,106
10,1,"DTH_mean","PAK",0.456585497879279,0.840689452991999,1010,55
10,1,"PcleLng_blue","AUS",0.417569451698336,0.669196262550259,1010,107
10,1,"PcleLng_blue","PAK",0.299106372296708,0.620070941846186,1010,58
10,1,"SdW_z_blue","AUS",0.279123646560497,0.587305264709989,1010,109
10,1,"SdW_z_blue","PAK",0.118445699125305,0.609490224368525,1010,55
