"environment","location","year","SampleName","DTF_mean","DTF_blue","DTH_mean","DTH_blue","PtHt_mean","PtHt_blue","PcleLng_mean","PcleLng_blue","SdLen_mean","SdLen_blue","TGW_mean","TGW_blue","SdW_mean","SdW_z_mean","SdW_z_blue"
"PAK_2019","PAK","2019","S4A5_batch1",91,97.22,137,142.71,110,92.86,27.61,29.03,1.96,1.84,2.5,2.47,16.67,-0.03,-0.57
"PAK_2019","PAK","2019","S5C12_batch2",91,89.78,146,132.44,109,82.65,33.41,30.51,1.73,1.9,2.15,2.79,10,-0.68,-0.43
"PAK_2019","PAK","2019","S5E10_batch2",91,91,160,160,117,117,46.52,46.52,1.76,1.76,2.75,2.75,38.33,2.07,2.07
"PAK_2019","PAK","2019","S4E5_batch1",93,88.12,160,152.44,65,91.9,24.87,35.62,1.97,1.98,2.5,2.63,8.33,-0.84,-0.26
"PAK_2019","PAK","2019","S1B9_batch1",93,91.57,137,142.08,98,114.94,22.4,30.24,1.9,1.83,2.45,2.57,13.33,-0.36,-0.43
"PAK_2019","PAK","2019","S2F7_batch1",93,90.87,160,148.44,79,85.4,28.93,28.39,1.9,1.96,2.3,2.29,5,-1.16,-0.68
"PAK_2019","PAK","2019","S2B1_batch1",91,94.62,145,134.69,97,100.4,27.71,29.33,1.56,1.82,2.6,2.62,13.33,-0.36,-0.45
"PAK_2019","PAK","2019","S4F10_batch1",91,91.37,NA,NA,130,146.4,33.67,41.07,1.96,1.97,2.8,2.83,18.33,0.13,0.73
"PAK_2019","PAK","2019","S4D9_batch1",91,89.87,128,131.19,75,94.15,42.4,39,1.93,1.87,2.95,2.9,11.67,-0.52,0.66
"PAK_2019","PAK","2019","S2D5_batch1",91,85.62,131,134.44,40,81.65,22.11,30.68,1.9,1.87,3.12,2.85,1.25,-1.53,-0.14
"PAK_2019","PAK","2019","S2H7_batch1",91,90.12,145,141.94,110,94.15,31.14,34.69,1.88,2.04,2.55,2.6,13.33,-0.36,-0.54
"PAK_2019","PAK","2019","S1C9_batch1",90,89.37,129,136.19,100,78.9,31.7,28.33,2,2.06,3.2,3.01,20,0.29,0.41
"PAK_2019","PAK","2019","S1H5_batch1",91,89.87,145,136.19,113,105.9,34.2,34.95,1.96,2.1,3.6,3.36,28.33,1.1,1.72
"PAK_2019","PAK","2019","S50_batch3",92,90.62,137,129.19,69,66.15,33.74,24.84,1.97,1.93,2.6,2.53,18.33,0.13,-0.55
"PAK_2019","PAK","2019","S1D1_batch1",91,86.62,141,132.94,110,92.65,43.42,32.26,1.97,1.94,2.65,2.59,23.33,0.61,0.09
"PAK_2019","PAK","2019","S7H3_batch2",92,85.87,137,136.44,126,92.4,39.4,31,2.06,2.08,3,2.97,30,1.26,-0.34
"PAK_2019","PAK","2019","S3A8_batch1",93,86.77,142,135.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4D5_batch1",90,87.32,135,128.6,88,92.3,34.71,32.31,1.8,1.87,2.7,2.98,11.67,-0.52,-0.22
"PAK_2019","PAK","2019","S4F9_batch1",94,87.12,131,137.44,78,87.15,30.1,32.68,2.13,2.16,3.95,3.28,8.33,-0.84,0.23
"PAK_2019","PAK","2019","S1B1_batch1",92,88.87,138,137.44,90,93.65,30.74,35.84,2.1,2.06,2.45,2.94,15,-0.19,0.02
"PAK_2019","PAK","2019","S224_batch3",90,93.87,140,143.69,120,113.65,27.5,32.78,1.93,1.87,2.1,2.38,16.67,-0.03,0.31
"PAK_2019","PAK","2019","S7E4_batch2",91,93.37,138,134.44,72,67.15,24.29,23.98,1.97,1.97,2.85,2.71,8.33,-0.84,-0.21
"PAK_2019","PAK","2019","S4G5_batch1",93,93,134,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S2H7_batch2",92,92,135,135,105,105,28.39,28.39,1.83,1.83,3.15,3.15,8.33,-0.84,-0.84
"PAK_2019","PAK","2019","S3E5_batch1",91,90.12,137,139.69,63,94.15,19.34,29.74,1.9,1.89,2.2,2.45,6.67,-1,-0.58
"PAK_2019","PAK","2019","S2H11_batch1",91,91.12,133,134.44,107,102.65,32.86,34.87,1.83,1.89,2.34,2.48,15,-0.19,0.83
"PAK_2019","PAK","2019","KATA2G7_RA5",91,92.57,160,159.08,76,88.44,26.41,28.25,2.2,2.11,3.05,2.9,13.33,-0.36,0.27
"PAK_2019","PAK","2019","S1H9_batch1",91,95.12,159,149.94,103,113.9,38.17,44.45,2.03,1.87,3.4,3.04,20,0.29,-0.01
"PAK_2019","PAK","2019","S2H3_batch1",91,90.12,133,129.69,118,115.15,26.52,30.03,2.2,2.09,2.75,2.94,13.33,-0.36,-0.08
"PAK_2019","PAK","2019","S4D1_batch1",91,95.87,137,157.69,95,140.65,28.82,35.36,1.8,1.8,2.65,2.27,5,-1.16,-0.64
"PAK_2019","PAK","2019","S7A4_batch2",91,93.89,138,142.37,81,90.53,24.15,26.88,2.23,2.13,2.85,2.36,11.67,-0.52,0.78
"PAK_2019","PAK","2019","S847_batch3",91,87.87,137,133.69,63,86.9,25.47,33.77,2,1.93,3.05,2.88,16.67,-0.03,0.64
"PAK_2019","PAK","2019","S4E8_batch1",91,93.12,155,158.44,88,108.4,34.52,30.03,1.89,1.92,2.6,2.56,18.33,0.13,0.45
"PAK_2019","PAK","2019","S3G6_batch1",110,105.37,165,166.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S1G8_batch1",91,90.32,152,151.6,110,101.3,36.4,36.21,2.06,2.14,3.35,2.94,18.33,0.13,1.99
"PAK_2019","PAK","2019","KATA1A4_RH5",91,91.37,132,136.44,97,94.65,23.4,32,2,1.89,2.75,2.84,5,-1.16,0.09
"PAK_2019","PAK","2019","S1D5_batch1",92,84.87,137,129.19,77,70.65,33.86,30.62,2.1,2.05,3.25,2.88,15,-0.19,-0.12
"PAK_2019","PAK","2019","S3D11_batch1",91,91,160,160,118,118,47.57,47.57,2.16,2.16,3.5,3.5,23.33,0.61,0.61
"PAK_2019","PAK","2019","S2D3_batch1",90,88.37,131,130.19,105,74.15,35.54,28.29,2.16,1.98,3.44,3.11,18.33,0.13,-0.63
"PAK_2019","PAK","2019","S1C5_batch1",93,87.65,137,128.93,44,49.97,18.85,23.03,1.77,1.91,2.7,3.1,5,-1.16,-0.81
"PAK_2019","PAK","2019","S754_batch3",90,94.12,141,144.19,102,106.15,25.32,28.48,1.97,1.95,2.45,2.47,11.67,-0.52,-0.04
"PAK_2019","PAK","2019","S4B6_batch1",92,83.12,131,127.69,80,71.65,31.72,28.83,1.97,2.01,3.2,3.24,11.67,-0.52,-0.98
"PAK_2019","PAK","2019","S1E9_batch1",91,83.12,137,140.94,NA,NA,34.54,23.54,1.78,1.85,1.89,1.92,2.85,-1.37,-0.91
"PAK_2020","PAK","2020","S3H3_batch1",84,77.24,132,130.29,80,73.52,30,29.12,2,1.94,2.26,2.51,18.33,-0.51,-1
"PAK_2020","PAK","2020","S1F6_batch1",86,90.7,160,151.22,146,130.41,40,41.13,1.9,1.93,2.61,2.32,23.33,-0.03,-0.1
"PAK_2020","PAK","2020","S1C6_batch1",81,79.74,132,130.04,92,97.65,38,39.02,2.05,1.91,3.01,2.67,30,0.61,-0.07
"PAK_2020","PAK","2020","KATRC10",82,81.49,139,134.29,63,121.41,35,37.37,2.25,2.08,3.35,2.67,33.33,0.93,0.37
"PAK_2020","PAK","2020","S3A4_batch1",86,87.03,139,134.1,104,99.32,45,42.79,1.85,1.8,2.3,2.27,19.33,-0.41,0.17
"PAK_2020","PAK","2020","S1D11_batch1",86,83.24,123,126.54,82,82.77,31,36.24,2.1,2.11,3.3,2.8,26.67,0.29,-0.05
"PAK_2020","PAK","2020","S1G9_batch1",83,80.52,132,128.11,86,86,31,35.82,2.3,2.2,2.49,2.57,11.67,-1.15,0.1
"PAK_2020","PAK","2020","S736_batch3",86,88.49,150,149.54,135,114.77,36,39.73,1.7,1.97,2.45,2.6,11,-1.21,-0.9
"PAK_2020","PAK","2020","S1C8_batch1",80,76.49,132,134.29,62,73.27,29,30.7,2.25,2.26,3.1,3.07,23.33,-0.03,0.53
"PAK_2020","PAK","2020","S2A4_batch1",83,83.24,132,134.29,113,100.02,43,38.45,2.1,2.11,3.05,2.84,26.67,0.29,0.05
"PAK_2020","PAK","2020","S3F1_batch1",84,91.7,153,161.43,78,101.65,32,32.12,NA,NA,1.99,1.72,18.33,-0.51,-0.78
"PAK_2020","PAK","2020","S2D9_batch1",83,81.49,119,136.54,59,92.77,27,31.53,1.9,1.95,2.9,2.76,15,-0.83,-0.18
"PAK_2020","PAK","2020","S1B3_batch1",81,87.74,153,146.54,81,97.02,41,36.2,1.75,2,2.24,2.4,18.33,-0.51,-0.04
"PAK_2020","PAK","2020","S1B6_batch1",82,82.36,159,143.43,87,99.65,35,37.45,1.8,2.09,1.97,2.71,30,0.61,0.73
"PAK_2020","PAK","2020","S4F11_batch1",84,85.99,142,144.29,104,105.27,46,43.88,2.05,2.02,2.61,2.5,25,0.13,-0.39
"PAK_2020","PAK","2020","S1F7_batch1",83,86.74,144,139.54,104,106.52,30,37.63,2,2.05,2.52,2.59,22.33,-0.13,0.67
"PAK_2020","PAK","2020","S2E6_batch1",79,74.74,142,136.54,98,84.77,40,33.71,2.1,1.92,3.65,3.17,43.33,1.88,0.52
"PAK_2020","PAK","2020","S4F8_batch1",85,83.24,122,136.54,102,106.52,37,37.5,2.1,2.11,3.4,2.9,26.33,0.26,0.37
"PAK_2020","PAK","2020","S1B8_batch1",79,82.49,132,135.04,107,102.32,40,35.74,2.2,2.08,3.46,3.39,33.33,0.93,0.27
"PAK_2020","PAK","2020","S1A6_batch1",79,78.49,124,129.29,97,91.27,67,42.45,2.2,2.09,3.34,2.9,48.33,2.36,1.03
"PAK_2020","PAK","2020","S1E6_batch1",78,72.99,122,134.04,90,93.52,43,37.67,1.95,1.91,3.56,2.75,10,-1.31,-0.52
"PAK_2020","PAK","2020","S2H5_batch1",86,91.24,147,144.54,137,110.52,42,39.75,1.9,1.98,3.25,3.19,21.67,-0.19,0.15
"PAK_2020","PAK","2020","S1H7_batch1",83,82.49,132,130.29,93,97.77,44,45.84,1.9,1.98,3.44,3.17,53.33,2.84,1.25
"PAK_2020","PAK","2020","S2D4_batch1",81,78.7,147,137.1,86,91.32,26,32.12,2.1,1.91,2.8,2.81,25,0.13,-0.05
"PAK_2020","PAK","2020","S2C6_batch1",79,80.49,139,138.54,95,99.52,24,36.43,1.9,2,3.4,2.73,22.67,-0.09,0.3
"PAK_2020","PAK","2020","S1G6_batch1",86,85.49,167,152.79,144,112.77,54,38.75,1.7,2.01,2.74,2.74,20,-0.35,-0.12
"PAK_2020","PAK","2020","S2G4_batch1",81,76.76,156,155.22,130,104.98,40,34.21,2.1,2.06,2.6,2.83,15,-0.83,0.08
"PAK_2020","PAK","2020","S2E4_batch1",84,84.99,139,139.29,101,104.27,37,37.78,2.2,2.03,3.2,2.78,40.67,1.63,0.94
"PAK_2020","PAK","2020","S3D5_batch1",84,83.24,134,146.54,100,114.27,33,44.02,2.2,2.11,2.9,2.62,13.33,-0.99,-0.01
"PAK_2020","PAK","2020","S744_batch3",85,83.43,167,158.92,93,98.06,32,40.28,1.9,2.08,2.4,2.72,16.67,-0.67,-0.27
"PAK_2020","PAK","2020","S757_batch3",87,84.99,147,144.04,119,139.77,30,43.75,2.1,1.9,2.8,2.88,16.67,-0.67,-0.2
"PAK_2020","PAK","2020","S1G10_batch1",83,80.52,132,141.78,112,112.09,46,41.16,2.05,1.89,2.34,2.57,35,1.09,-0.12
"PAK_2020","PAK","2020","S2G6_batch1",84,75.24,124,137.29,77,100.77,40,42.69,2.1,1.94,3.65,2.8,19,-0.44,-0.74
"PAK_2020","PAK","2020","S2G2_batch1",82,74.99,121,124.43,41,46.91,26,21.1,2.15,2,3,3.03,26.67,0.29,-0.6
"PAK_2020","PAK","2020","S4H9_batch1",83,85.24,131,130.54,88,89.77,36,33.9,1.85,1.83,2.2,2.47,18.67,-0.48,0.07
"PAK_2020","PAK","2020","S1D10_batch1",82,78.99,156,142.54,106,108.02,33,36.72,1.8,1.94,2.21,2.68,14,-0.92,-0.82
"PAK_2020","PAK","2020","S1A9_batch1",81,75.74,127,127.29,95,85.27,40,34.97,2.2,1.96,2.9,2.81,35,1.09,-0.31
"PAK_2020","PAK","2020","S4B8_batch1",87,91.74,136,133.54,122,165.02,35,40.86,2,2.05,2.6,2.46,25.33,0.16,-0.27
"PAK_2020","PAK","2020","S203_batch3",80,77.99,142,142.54,90,83.77,36,33.6,1.85,1.86,2.66,2.57,33.33,0.93,0.07
"PAK_2020","PAK","2020","S2F5_batch1",81,82.49,132,131.04,97,78.65,36,31.12,1.9,2.02,2.9,2.93,20,-0.35,-0.48
"PAK_2020","PAK","2020","S14_batch3",84,77.03,120,125.77,71,75.65,48,37.79,1.75,1.87,2.1,2.39,26.67,0.29,-0.12
"PAK_2020","PAK","2020","S2B2_batch1",83,82.36,119,126.77,65,66.99,40,33.12,1.65,1.64,2.35,2.57,16.67,-0.67,-0.44
"PAK_2020","PAK","2020","S1H6_batch1",84,91.99,NA,NA,124,132.52,40,46.22,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S2E11_batch1",87,88.99,158,149.54,109,112.77,36,33.42,2,1.98,4.3,2.98,18.33,-0.51,-0.63
"PAK_2020","PAK","2020","S2D1_batch1",85,81.52,156,147.44,101,110.42,41,34.69,1.82,1.87,2.36,2.51,32.67,0.86,-0.08
"PAK_2020","PAK","2020","S2G10_batch1",84,81.24,133,138.29,73,79.77,26,32.48,1.8,1.78,2.45,2.43,10,-1.31,-0.85
"PAK_2020","PAK","2020","S1G1_batch1",81,87.99,137,134.54,90,99.52,30,37.76,2.15,2.15,3.41,2.99,33.33,0.93,0.42
"PAK_2020","PAK","2020","S1A8_batch1",82,83.24,128,128.29,62,71.52,24,29.69,2.1,2,2.92,3,13.33,-0.99,-0.79
"PAK_2020","PAK","2020","S3D6_batch1",86,84.74,132,129.79,94,93.27,40,37.95,1.95,1.94,1.72,2.5,18.33,-0.51,-0.05
"PAK_2020","PAK","2020","S2F11_batch1",81,83.49,132,132.54,74,80.77,36,38.67,2.1,1.99,2.95,2.99,25.33,0.16,-0.02
"PAK_2020","PAK","2020","S1G3_batch1",83,76.99,122,128.29,61,83.77,30,32.4,1.8,2.03,2.15,2.48,10,-1.31,-0.22
"PAK_2020","PAK","2020","S3A6_batch1",79,75.49,120,128.54,41,77.77,21,35.15,2.08,2.05,2.32,2.75,7.67,-1.53,-0.54
"PAK_2020","PAK","2020","S3B6_batch1",81,76.49,122,129.04,36,62.77,18,22.44,2.1,2.02,2.05,2.62,20,-0.35,-0.81
"PAK_2020","PAK","2020","S1E1_batch1",NA,NA,123,128.79,71,76.27,34,32.12,2.1,2.01,3.25,3.19,33.33,0.93,-0.2
"PAK_2020","PAK","2020","S2E5_batch1",79,81.24,121,131.79,59,64.77,34,33.42,2,2.08,2.45,2.23,21.67,-0.19,-0.1
"PAK_2020","PAK","2020","S1G5_batch1",81,80.24,134,130.29,80,80.27,33,32.79,2.1,2.05,2.9,2.86,26,0.22,-0.08
"PAK_2020","PAK","2020","S4A8_batch1",81,79.49,118,126.04,80,78.27,44,35.68,2.2,1.97,3.35,3.09,30,0.61,-0.03
"PAK_2020","PAK","2020","S1D5_batch2",84,81.36,138,140.77,146,130.99,47,45.12,1.15,1.56,2.5,2.73,38.33,1.4,0.28
"PAK_2020","PAK","2020","S1E8_batch1",80,74.99,145,147.29,91,87.27,42,35,2.1,1.91,2.4,2.35,26.67,0.29,-0.42
"PAK_2020","PAK","2020","S2F8_batch1",84,80.36,153,154.43,105,95.32,38,35.45,2.2,2.29,2.95,3.03,21,-0.25,-0.56
"PAK_2020","PAK","2020","S3E4_batch1",83,92.24,NA,NA,122,145.77,35,52.75,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S3H9_batch1",NA,NA,122,125.92,97,89.06,55,44.76,2.1,1.98,3.81,3.25,30,0.61,-0.04
"PAK_2020","PAK","2020","S4E11_batch1",80,77.49,139,147.79,76,83.27,32,30.5,2,2.01,2.95,2.62,13.33,-0.99,0.15
"PAK_2020","PAK","2020","KATA1B10RG5",NA,NA,NA,NA,120,120,27,27,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S4A1_batch1",90,85.24,156,150.29,102,96.52,45,41.7,1.8,1.68,1.9,2,20,-0.35,-0.06
"PAK_2020","PAK","2020","S2C4_batch1",78,73.7,132,137.1,66,74.65,30,35.12,2.1,1.99,2.9,2.81,17,-0.64,-0.04
"PAK_2020","PAK","2020","S4G7_batch1",94,87.43,NA,NA,109,109,30,30,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S2A8_batch1",85,83.43,167,162.42,150,134.56,37,40.12,2,2,2.8,2.65,28.33,0.45,-0.2
"PAK_2020","PAK","2020","S4B9_batch1",89,95.7,NA,NA,152,142.99,34,38.12,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S3G8_batch1",NA,NA,169,156.42,127,111.56,36,34.11,1.85,1.79,2.1,2.05,14.67,-0.86,-0.85
"PAK_2020","PAK","2020","S3B2_batch2",78,72.34,153,144.24,81,78.57,29,30.53,1.9,1.96,2.62,2.94,21.67,-0.19,0.45
"PAK_2020","PAK","2020","S3D8_batch1",87,90.74,132,148.29,125,117.52,54,42.27,1.95,1.99,2.1,2.48,13,-1.02,-0.64
"PAK_2020","PAK","2020","S2B5_batch1",82,84.49,156,155.29,109,97.77,30,32.28,2.15,2,2.61,2.38,17.67,-0.57,-0.66
"PAK_2020","PAK","2020","S4B2_batch1",86,86,132,132,133,133,34,34,1.8,1.8,1.69,1.69,15,-0.83,-0.83
"PAK_2020","PAK","2020","S2F2_batch1",87,88.74,139,140.54,109,98.27,35,36.76,2.05,2.04,2.95,2.89,26,0.22,-0.12
"PAK_2020","PAK","2020","S2G9_batch1",86,82.2,NA,NA,117,120.91,30,39.65,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S2B10_batch1",81,81.24,131,136.29,90,98.02,37,38.79,2.2,2.07,2.82,2.57,29,0.51,0.79
"PAK_2020","PAK","2020","S2G3_batch1",78,77.49,125,130.79,90,88.27,56,39.23,2.1,2.07,2.95,2.83,33.33,0.93,0.18
"PAK_2020","PAK","2020","S2A10_batch1",87,87,NA,NA,143,143,25,25,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S2G11_batch1",NA,NA,156,158.78,99,129.09,40,41.76,1.7,1.96,1.95,2.08,11.33,-1.18,-1.08
"PAK_2020","PAK","2020","S2A5_batch1",82,87.36,NA,NA,140,132.32,37,40.79,1.6,1.69,1.29,1.75,9,-1.4,-1.15
"PAK_2020","PAK","2020","S1E5_batch1",79,93.49,NA,NA,198,161.32,40,43.45,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S3E7_batch1",87,88.99,142,140.04,107,101.52,30,37.17,2,1.99,2.85,3.15,20,-0.35,0.44
"PAK_2020","PAK","2020","S1G2_batch1",84,85.99,124,152.29,76,134.99,36,48.4,2.2,2.05,2.85,2.89,26.67,0.29,-0.09
"PAK_2020","PAK","2020","S3B9_batch1",NA,NA,132,135.04,55,66.27,18,27.6,1.7,1.87,2.6,2.34,10,-1.31,-0.67
"PAK_2020","PAK","2020","S3G5_batch1",79,88.74,142,137.79,55,62.77,13,27.17,1.65,1.67,2.42,2.24,7.67,-1.53,-1.31
"PAK_2020","PAK","2020","S2H4_batch1",86,91.03,NA,NA,137,134.65,38,39.45,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S1F9_batch1",83,75.99,125,130.54,42,72.27,22,30.23,2.1,1.99,3,3.03,28.67,0.48,-0.01
"PAK_2020","PAK","2020","S4E6_batch1",84,91.7,167,168.1,128,149.99,39,46.79,1.8,1.72,2.3,2.09,17.33,-0.6,-0.79
"PAK_2020","PAK","2020","S4D4_batch1",91,87.43,NA,NA,145,145,36,36,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S4G1_batch1",NA,NA,167,147.89,105,95.65,40,38.45,1.9,2.06,1.92,2.65,5.67,-1.72,-0.31
"PAK_2020","PAK","2020","S2E7_batch1",80,79.09,167,150.55,116,104.98,31,34.2,1.8,1.91,2.05,2.36,13.33,-0.99,-0.42
"PAK_2020","PAK","2020","S3H5_batch1",81,86.7,167,159.91,121,132.91,41,47.15,1.7,1.75,1.9,2.24,8.33,-1.46,-1.67
"PAK_2020","PAK","2020","S1A2_batch1",83,79.03,139,139.43,62,74.65,19,26.12,1.95,1.94,2.95,2.71,22.33,-0.13,-0.15
"PAK_2020","PAK","2020","S3F3_batch1",95,106.24,NA,NA,140,136.32,30,39.79,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S4A2_batch1",87,90.74,178,163.29,146,140.27,42,44.13,1.9,1.93,1.9,2.26,12,-1.11,-0.96
"PAK_2020","PAK","2020","S2H9_batch1",91,91,168,168,160,160,53,53,2,2,2.5,2.5,22.33,-0.13,-0.13
"PAK_2020","PAK","2020","S1C10_batch1",83,74.7,125,128.77,89,98.65,23,33.79,NA,NA,NA,NA,17.33,-0.6,-0.24
"PAK_2020","PAK","2020","S4C1_batch1",NA,NA,NA,NA,139,139,31,31,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S4G10_batch1",82,87.36,134,152.77,104,137.99,30,38.79,1.88,1.98,2.35,2.82,14.67,-0.86,-0.01
"PAK_2020","PAK","2020","S1A7_batch1",85,89.7,154,152.77,124,126.65,40,35.12,2,2.19,2,2.64,15,-0.83,-0.03
"PAK_2020","PAK","2020","S4D2_batch1",83,82.93,166,156.42,139,104.06,26,29.72,1.9,1.8,2.36,2.1,14.67,-0.86,-0.77
"PAK_2020","PAK","2020","S3H4_batch1",NA,NA,136,151.29,NA,NA,35,37.36,2,1.83,3.2,2.79,26,0.22,0.48
"PAK_2020","PAK","2020","S3D10_batch1",83,85.36,168,150.77,145,137.65,36,36.79,2,2.24,1.89,3.38,12.67,-1.05,0.02
"PAK_2020","PAK","2020","S4B5_batch1",85,82.99,141,142.54,119,103.02,34,35.85,2.1,2.07,3.01,2.74,16.67,-0.67,0.36
"PAK_2020","PAK","2020","S4E4_batch1",90,90,167,167,162,162,30,30,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S4C3_batch1",85,85,167,167,154,154,45,45,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S4H10_batch1",NA,NA,165,143.55,NA,NA,34,37.34,1.88,1.98,2.2,2.2,15,-0.83,-0.11
"PAK_2020","PAK","2020","S2H2_batch1",89,87.74,167,159.29,117,126.52,31,35.48,1.9,1.91,1.76,2.07,8,-1.5,-0.77
"PAK_2020","PAK","2020","S3F5_batch1",86,83.93,156,157.42,120,123.56,50,47.71,2,1.97,2.37,2.56,30,0.61,0.36
"PAK_2020","PAK","2020","S1H3_batch1",83,82.42,163,156.22,98,111.41,31,39.54,1.6,1.83,2.45,2.48,14,-0.92,-1.13
"PAK_2020","PAK","2020","S1F4_batch1",79,73.36,144,142.1,72,76.32,36,34.79,2,2.09,2.95,3.02,17,-0.64,-0.28
"PAK_2020","PAK","2020","S4G6_batch1",86,85.49,145,146.54,102,104.77,36,36.19,2,1.95,2.55,2.89,25,0.13,0.28
"PAK_2020","PAK","2020","S3H8_batch1",78,75.24,129,141.29,129,115.02,50,44.92,2.5,2.11,3.92,2.86,42.67,1.82,1.92
"PAK_2020","PAK","2020","S4C2_batch1",83,88.99,166,153.79,172,149.32,58,46.12,1.95,2.07,2.6,2.99,16.67,-0.67,-0.77
"PAK_2020","PAK","2020","S3D3_batch1",78,74.24,142,144.54,103,97.77,35,34.77,1.8,1.86,2.8,2.79,30,0.61,0.77
"PAK_2020","PAK","2020","S2E9_batch1",85,84.7,167,153.43,113,100.32,41,33.45,1.7,1.75,2.2,2.26,18.67,-0.48,-1.01
"PAK_2020","PAK","2020","S3F4_batch1",78,79.99,131,135.79,103,86.27,45,35.42,1.95,1.98,3.34,3.18,33.33,0.93,-0.08
"PAK_2020","PAK","2020","S5B1_batch2",79,77.24,128,128.79,84,89.65,33,33.4,2,1.96,2.5,2.77,13.33,-0.99,-0.61
"PAK_2020","PAK","2020","S1D2_batch1",79,77.24,156,142.54,83,79.31,32,30.91,2.1,2.03,2.77,2.76,36.67,1.24,0.09
"PAK_2020","PAK","2020","S1F5_batch1",83,83.99,165,170.79,99,119.99,30,35.68,1.85,2,2.15,2.57,14,-0.92,-0.75
"PAK_2020","PAK","2020","KATA3A1_RA5",93,90.93,NA,NA,152,152,40,40,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S1D4_batch1",78,76.24,126,128.79,73,74.02,30,32.37,1.8,1.87,2.45,2.48,35,1.09,-0.23
"PAK_2020","PAK","2020","S2F3_batch1",82,78.74,132,130.54,60,60.27,26,27.25,2,1.89,2.56,2.56,10,-1.31,-1.11
"PAK_2020","PAK","2020","S4C6_batch1",84,77.49,165,150.54,88,77.52,37,30.97,1.8,1.95,2.15,2.84,11.33,-1.18,-0.77
"PAK_2020","PAK","2020","S3C1_batch1",88,88,160,160,146,146,50,50,1.8,1.8,1.91,1.91,14.67,-0.86,-0.86
"PAK_2020","PAK","2020","S2C9_batch1",78,79.85,132,136.78,86,93.75,30,40.79,2.2,1.95,3.15,2.42,12.33,-1.08,0.01
"PAK_2020","PAK","2020","S3A3_batch1",95,89.43,NA,NA,155,155,35,35,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S1B5_batch1",88,97.24,NA,NA,174,122.77,35,35.23,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S2B8_batch1",92,92,NA,NA,158,158,39,39,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S1B3_batch2",77,82.74,132,133.54,93,113.02,35,33.18,2.3,2.13,3.3,2.95,20,-0.35,-0.09
"PAK_2020","PAK","2020","S3H10_batch1",86,84.93,170,164.42,167,135.06,40,35.03,2.2,2.02,2.21,2.35,26.33,0.26,-0.54
"PAK_2020","PAK","2020","S5G2_batch2",82,78.52,146,154.44,93,80.42,36,34.19,2.8,2.3,2.96,3.01,38.33,1.4,1.04
"PAK_2020","PAK","2020","S3H6_batch1",78,79.49,140,136.54,72,75.02,30,34.42,2.1,2.06,3,2.86,28.67,0.48,1.41
"PAK_2020","PAK","2020","S2A3_batch1",85,78.84,145,138.74,60,80.57,30,40.03,2,2.01,2.7,2.53,25,0.13,-0.48
"PAK_2020","PAK","2020","S3F10_batch1",NA,NA,156,157.42,63,69.56,21,27.52,2.1,1.92,2.61,2.65,8.33,-1.46,-0.83
"PAK_2020","PAK","2020","KATA3G2RH10",79,78.24,123,133.29,88,86.02,31,33.76,2,1.9,3.35,2.96,15.33,-0.8,-0.37
"PAK_2020","PAK","2020","S2B7_batch1",94,99.03,167,172.1,164,169.32,40,45.79,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S2C10_batch1",79,77.99,132,134.04,70,78.77,40,31.45,1.7,1.86,2.05,2.36,16,-0.73,-0.81
"PAK_2020","PAK","2020","S4F3_batch1",83,78.99,151,158.79,63,79.52,29,32.94,1.9,1.87,2.05,2.16,11.33,-1.18,-0.84
"PAK_2020","PAK","2020","S2C7_batch1",82,88.74,132,141.54,116,112.27,41,40.48,2.2,2.08,3.4,2.65,15,-0.83,-0.43
"PAK_2020","PAK","2020","S4H2_batch1",87,84.43,NA,NA,170,170,35,40.21,NA,NA,NA,NA,NA,NA,NA
