"environment","location","year","SampleName","DTF_mean","DTF_blue","DTH_mean","DTH_blue","PtHt_mean","PtHt_blue","PcleLng_mean","PcleLng_blue","SdLen_mean","SdLen_blue","TGW_mean","TGW_blue","SdW_mean","SdW_z_mean","SdW_z_blue"
"PAK_2020","PAK","2020","S1B9_batch1",81,82.43,146,140.92,133,116.06,43,35.16,1.8,1.87,2.73,2.61,18.33,-0.51,-0.44
"PAK_2020","PAK","2020","S2F7_batch1",84,81.74,139,147.29,63,86.52,29,33.3,2.1,2,2.75,2.34,11.67,-1.15,-0.69
"PAK_2020","PAK","2020","S2B1_batch1",84,85.49,126,133.54,95,101.52,32,34.25,1.85,1.85,2.45,2.67,11.33,-1.18,-0.46
"PAK_2020","PAK","2020","S4F10_batch1",85,82.24,167,163.43,153,147.52,46,45.99,1.8,2,2.65,2.88,32,0.8,0.72
"PAK_2020","PAK","2020","S4D9_batch1",81,80.74,132,130.04,122,95.27,62,43.92,1.8,1.91,3.04,2.95,60,3.48,0.65
"PAK_2020","PAK","2020","S2D5_batch1",79,76.49,132,133.29,69,82.77,32,35.6,1.9,1.9,3,2.9,16.67,-0.67,-0.15
"PAK_2020","PAK","2020","S2H7_batch1",80,80.99,142,140.79,112,95.27,40,39.6,2.1,2.07,2.56,2.65,25,0.13,-0.55
"PAK_2020","PAK","2020","S1C9_batch1",78,80.24,132,135.04,83,80.02,40,33.24,2.2,2.1,2.86,3.06,26,0.22,0.41
"PAK_2020","PAK","2020","S1H5_batch1",83,80.74,133,135.04,116,107.02,45,39.87,2.1,2.14,3.35,3.41,53.33,2.84,1.71
"PAK_2020","PAK","2020","S50_batch3",80,81.49,121,128.04,48,67.27,26,29.75,1.88,1.96,2.68,2.58,13.33,-0.99,-0.55
"PAK_2020","PAK","2020","S1D1_batch1",78,77.49,126,131.79,102,93.77,35,37.17,2.05,1.98,2.58,2.64,18.33,-0.51,0.09
"PAK_2020","PAK","2020","S7H3_batch2",80,76.74,132,135.29,72,93.52,29,35.92,2.1,2.11,2.46,3.02,13.33,-0.99,-0.34
"PAK_2020","PAK","2020","S4D5_batch1",80,78.19,119,127.44,79,93.42,44,37.23,2.05,1.9,3.1,3.03,21.67,-0.19,-0.23
"PAK_2020","PAK","2020","S4F1_batch1",85,83.03,135,136.1,88.8,98.59,39,39.79,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S4F9_batch1",81,77.99,128,136.29,90,88.27,44,37.59,2.15,2.19,3.4,3.33,26.67,0.29,0.22
"PAK_2020","PAK","2020","S1B1_batch1",82,79.74,142,136.29,103,94.77,40,40.75,2,2.1,3.21,2.99,31.67,0.77,0.02
"PAK_2020","PAK","2020","S224_batch3",85,84.74,153,142.54,140,114.77,37,37.69,1.8,1.91,2.65,2.43,30,0.61,0.31
"PAK_2020","PAK","2020","S8F14_batch2",80,71.84,147,144.74,86,94.57,36,41.03,2.4,2.31,3.69,3.09,21.67,-0.19,0.33
"PAK_2020","PAK","2020","S7E4_batch2",82,84.24,121,133.29,50,68.27,23,28.89,2.15,2,3.05,2.76,18.33,-0.51,-0.22
"PAK_2020","PAK","2020","S3E5_batch1",80,80.99,147,138.54,116,95.27,40,34.65,2.1,1.92,2.85,2.5,22.33,-0.13,-0.58
"PAK_2020","PAK","2020","S2H11_batch1",79,81.99,135,133.29,118,103.77,50,39.78,2.05,1.93,3.06,2.53,23.33,-0.03,0.82
"PAK_2020","PAK","2020","KATA2G7_RA5",85,83.43,157,157.92,102,89.56,35,33.16,2.05,2.14,2.8,2.95,33,0.89,0.27
"PAK_2020","PAK","2020","S1H9_batch1",82,85.99,170,148.79,172,115.02,65,49.36,1.58,1.9,2.75,3.09,33,0.89,-0.01
"PAK_2020","PAK","2020","S2H3_batch1",79,80.99,127,128.54,175,116.27,34,34.95,2.01,2.13,2.8,2.99,20,-0.35,-0.09
"PAK_2020","PAK","2020","S4D1_batch1",86,86.74,167,156.54,145,141.77,42,40.27,1.7,1.84,1.65,2.32,11.67,-1.15,-0.65
"PAK_2020","PAK","2020","S7A4_batch2",84,84.76,147,141.22,99,91.65,30,31.79,1.9,2.17,2.45,2.4,31.67,0.77,0.77
"PAK_2020","PAK","2020","S847_batch3",81,78.74,132,132.54,91,88.02,44,38.69,1.8,1.96,3.06,2.93,26.67,0.29,0.63
"PAK_2020","PAK","2020","S4E8_batch1",84,83.99,168,157.29,102,109.52,40,34.95,1.65,1.96,1.9,2.61,15,-0.83,0.44
"PAK_2020","PAK","2020","S1H1_batch1",84,87.36,136,135.77,122,110.65,42,39.12,2.4,2.12,3.15,2.88,30,0.61,0.26
"PAK_2020","PAK","2020","S3G6_batch1",90,96.24,NA,NA,144,147.65,50,41.12,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S1G8_batch1",83,81.19,144,150.44,110,102.42,50,41.12,2.1,2.17,3.35,2.99,81.67,5.55,1.98
"PAK_2020","PAK","2020","KATA1A4_RH5",82,82.24,132,135.29,112,95.77,47,36.92,2,1.92,2.86,2.89,53.33,2.84,0.08
"PAK_2020","PAK","2020","S193_batch3",83,75.34,162,155.24,143,107.07,30,31.03,2,2.16,3.05,3.99,21.67,-0.19,0.67
"PAK_2020","PAK","2020","S4D8_batch1",78,73.03,120,124.1,61,67.41,26,28.79,1.9,1.72,2.4,2.47,28.33,0.45,-0.37
"PAK_2020","PAK","2020","S1D5_batch1",79,75.74,118,128.04,64,71.77,40,35.53,2.7,2.09,3.1,2.93,40,1.56,-0.13
"PAK_2020","PAK","2020","S2C8_batch1",92,84.34,NA,NA,160,128.57,40,37.03,NA,NA,NA,NA,NA,NA,NA
"PAK_2020","PAK","2020","S2D3_batch1",78,79.24,123,129.04,77,75.27,30,33.2,2.1,2.01,3.3,3.16,18.67,-0.48,-0.63
"PAK_2020","PAK","2020","S1C5_batch1",83,78.52,121,127.78,70,51.09,34,27.94,2,1.94,4.5,3.15,21.67,-0.19,-0.82
"PAK_2020","PAK","2020","S754_batch3",78,84.99,145,143.04,130,107.27,36,33.4,2.15,1.99,3.32,2.52,28.33,0.45,-0.05
"PAK_2020","PAK","2020","S4B6_batch1",84,73.99,119,126.54,71,72.77,41,33.75,1.9,2.04,2.3,3.29,14.67,-0.86,-0.99
"PAK_2020","PAK","2020","S1E9_batch1",78,73.99,132,139.79,51,58.32,25,28.45,1.75,1.88,2.3,1.97,8.33,-1.46,-0.91
"PAK_2021","PAK","2021","S3H3_batch1",78,83.19,131.5,136.14,65.5,70.54,21.5,21.44,1.98,2.01,2.2,2.35,5.67,-1.7,-0.98
"PAK_2021","PAK","2021","S1F6_batch1",103,96.66,158,157.07,110,127.43,40,33.45,2,2,2.25,2.17,30,0.55,-0.08
"PAK_2021","PAK","2021","S1C6_batch1",84.5,85.69,136.5,135.89,97.5,94.67,28.5,31.34,2,1.98,2.25,2.51,25,-0.11,-0.05
"PAK_2021","PAK","2021","KATRC10",87,87.44,141.5,140.14,175,118.43,38,29.69,2.2,2.15,2.21,2.52,29.67,0.4,0.39
"PAK_2021","PAK","2021","S3A4_batch1",93.5,92.99,137.5,139.95,94,96.34,34,35.11,1.85,1.87,2.1,2.12,34.17,0.48,0.19
"PAK_2021","PAK","2021","S1D11_batch1",87.5,89.19,132.5,132.39,86.5,79.79,31.5,28.56,2.2,2.18,2.4,2.65,29,0.17,-0.03
"PAK_2021","PAK","2021","S1G9_batch1",83,86.47,136,133.96,NA,NA,27,28.14,2.3,2.27,1.8,2.42,50,1.33,0.12
"PAK_2021","PAK","2021","S736_batch3",97,94.44,151,155.39,110,111.79,34.5,32.05,2.2,2.04,2.55,2.45,16.67,-0.84,-0.88
"PAK_2021","PAK","2021","S1C8_batch1",77,82.44,140,140.14,77.5,70.29,25,23.02,2.25,2.33,2.6,2.91,33.33,0.54,0.55
"PAK_2021","PAK","2021","S2A4_batch1",89.5,89.19,140.5,140.14,92.5,97.04,31,30.77,2.28,2.18,2.86,2.68,33.33,0.4,0.07
"PAK_2021","PAK","2021","S3F1_batch1",101.5,97.65,171.5,167.28,110.5,98.67,24.5,24.44,2.08,2.07,1.43,1.56,17.67,-0.89,-0.76
"PAK_2021","PAK","2021","S2D9_batch1",87,87.44,152.5,142.39,99,89.79,25,23.85,2,2.02,2.68,2.6,35,0.34,-0.16
"PAK_2021","PAK","2021","S1B3_batch1",100,93.69,151.5,152.39,89.5,94.04,29.5,28.52,2.2,2.07,2.35,2.25,33.33,0.46,-0.02
"PAK_2021","PAK","2021","S1B6_batch1",88.5,88.32,141.5,149.28,103,96.67,31,29.77,2.3,2.16,2.92,2.55,37.33,0.81,0.75
"PAK_2021","PAK","2021","S4F11_batch1",95.5,91.94,151.5,150.14,110,102.29,39.5,36.2,2.05,2.09,2.24,2.34,21,-0.56,-0.37
"PAK_2021","PAK","2021","S1F7_batch1",96,92.69,144.5,145.39,105,103.54,34.5,29.95,2.15,2.12,2.53,2.43,52.5,1.86,0.7
"PAK_2021","PAK","2021","S2E6_batch1",75,80.69,139.5,142.39,75,81.79,21.5,26.03,1.9,1.99,2.77,3.02,29.17,0.3,0.54
"PAK_2021","PAK","2021","S4F8_batch1",89,89.19,138.5,142.39,100,103.54,26,29.82,2.2,2.18,2.54,2.74,33.17,0.65,0.39
"PAK_2021","PAK","2021","S1B8_batch1",89.5,88.44,146.5,140.89,97,99.34,27,28.06,2.12,2.15,3.16,3.23,32.5,0.29,0.29
"PAK_2021","PAK","2021","S1A6_batch1",82.5,84.44,136.5,135.14,90,88.29,26.5,34.77,2.05,2.16,2.23,2.74,38.17,0.75,1.05
"PAK_2021","PAK","2021","S1E6_batch1",72,78.94,143,139.89,84,90.54,27.5,29.99,1.91,1.98,1.91,2.59,25.67,-0.1,-0.5
"PAK_2021","PAK","2021","S2H5_batch1",104.5,97.19,142.5,150.39,105.5,107.54,33,32.07,2.05,2.05,3.07,3.03,31.67,0.35,0.17
"PAK_2021","PAK","2021","S1H7_batch1",89,88.44,135.5,136.14,97.5,94.79,41.5,38.16,2.05,2.05,3.04,3.01,42.5,1.21,1.27
"PAK_2021","PAK","2021","S2D4_batch1",83.5,84.65,138,142.95,91,88.34,27.5,24.44,1.88,1.98,2.66,2.65,26.67,-0.11,-0.03
"PAK_2021","PAK","2021","S2C6_batch1",86.5,86.44,147.5,144.39,107.5,96.54,34.5,28.75,2.05,2.07,1.88,2.57,38.33,0.84,0.32
"PAK_2021","PAK","2021","S1G6_batch1",92.5,91.44,158,158.64,95,109.79,24.5,31.07,2.2,2.08,2.6,2.58,21.83,-0.51,-0.1
"PAK_2021","PAK","2021","S2G4_batch1",75,82.71,174,161.07,95,102,23,26.54,2.1,2.13,3.02,2.68,41.67,1.63,0.11
"PAK_2021","PAK","2021","S2E4_batch1",93,90.94,138,145.14,96,101.29,24.5,30.1,2,2.1,2.23,2.63,31.67,0.39,0.96
"PAK_2021","PAK","2021","S3D5_batch1",89.5,89.19,152.5,152.39,120,111.29,37.5,36.34,2.2,2.18,2.51,2.47,31.67,0.19,0.01
"PAK_2021","PAK","2021","S757_batch3",91.5,90.94,152.5,149.89,150,136.79,42,36.07,1.85,1.97,2.74,2.72,22,-0.59,-0.18
"PAK_2021","PAK","2021","S1G10_batch1",81,86.47,159,147.63,116,109.11,35,33.48,1.8,1.96,2.8,2.42,15,-1.07,-0.1
"PAK_2021","PAK","2021","S2G6_batch1",73.5,81.19,145,143.14,105,97.79,43.5,35.01,2.08,2.01,2.76,2.64,19.67,-0.56,-0.71
"PAK_2021","PAK","2021","S2G2_batch1",73,80.94,132,130.28,48,43.93,16.5,13.42,2.05,2.07,2.82,2.87,20,-0.69,-0.58
"PAK_2021","PAK","2021","S4H9_batch1",94.5,91.19,136.5,136.39,76.5,86.79,20,26.22,1.75,1.9,2.28,2.31,34,0.66,0.09
"PAK_2021","PAK","2021","S1D10_batch1",77,84.94,149,148.39,110.5,105.04,33,29.04,2.1,2.01,2.64,2.52,20,-0.65,-0.8
"PAK_2021","PAK","2021","S1A9_batch1",77,81.69,132,133.14,63.5,82.29,20.5,27.29,2,2.03,2.63,2.65,16.67,-0.88,-0.29
"PAK_2021","PAK","2021","S4B8_batch1",104,97.69,140.5,139.39,196.5,162.04,33,33.18,1.95,2.12,2.34,2.3,19.17,-0.67,-0.25
"PAK_2021","PAK","2021","S203_batch3",81,83.94,140.5,148.39,74,80.79,26,25.92,1.9,1.93,2.42,2.41,24.17,-0.21,0.09
"PAK_2021","PAK","2021","S2F5_batch1",88.5,88.44,133.5,136.89,66.5,75.67,21,23.44,2.15,2.09,2.79,2.77,20,-0.53,-0.46
"PAK_2021","PAK","2021","S14_batch3",79.5,82.99,134.5,131.62,75,72.67,25,30.11,2,1.94,2.38,2.23,21.5,-0.31,-0.1
"PAK_2021","PAK","2021","S2B2_batch1",88,88.32,136.5,132.62,65,64.01,22,25.44,1.7,1.71,2.53,2.42,23.33,-0.3,-0.42
"PAK_2021","PAK","2021","S1H6_batch1",107.5,97.94,150.5,152.57,121,129.54,33.5,38.54,2.05,2.09,2.33,2.41,27.5,-0.14,0.01
"PAK_2021","PAK","2021","S2E11_batch1",98,94.94,158.5,155.39,102.5,109.79,24,25.74,2.05,2.05,2.53,2.82,16.67,-0.8,-0.61
"PAK_2021","PAK","2021","S2D1_batch1",82,87.47,152,153.29,130,107.44,33,27.01,2,1.94,2.5,2.36,31.67,0.07,-0.06
"PAK_2021","PAK","2021","S2G10_batch1",86,87.19,147.5,144.14,80.5,76.79,29.5,24.8,1.87,1.85,2.09,2.27,19.17,-0.61,-0.83
"PAK_2021","PAK","2021","S1G1_batch1",100.5,93.94,138.5,140.39,100.5,96.54,33.5,30.08,2.2,2.22,2.4,2.83,29.83,0.42,0.44
"PAK_2021","PAK","2021","S1A8_batch1",89.5,89.19,135,134.14,60.5,68.54,25.5,22.01,2.01,2.07,2.78,2.84,20,-0.65,-0.77
"PAK_2021","PAK","2021","S3D6_batch1",92,90.69,134.5,135.64,97.5,90.29,27.5,30.27,1.95,2.01,2.58,2.34,22.5,-0.28,-0.02
"PAK_2021","PAK","2021","S2F11_batch1",91.5,89.44,140,138.39,84.5,77.79,31,30.99,2.05,2.06,2.92,2.83,22.5,-0.4,0
"PAK_2021","PAK","2021","S1G3_batch1",77,82.94,133.5,134.14,85.5,80.79,23,24.72,2,2.1,2.58,2.32,36.17,0.66,-0.2
"PAK_2021","PAK","2021","S3A6_batch1",75.5,81.44,138,134.39,87.5,74.79,31.5,27.47,2.1,2.12,2.66,2.6,18.33,-0.61,-0.52
"PAK_2021","PAK","2021","S3B6_batch1",77.5,82.44,131,134.89,49.5,59.79,10.5,14.76,2.05,2.09,2.87,2.47,15,-1.07,-0.78
"PAK_2021","PAK","2021","S1E1_batch1",76,79.94,137,134.64,84,73.29,22.5,24.44,2.1,2.08,2.93,3.04,21.33,-0.49,-0.17
"PAK_2021","PAK","2021","S2E5_batch1",88,87.19,144,137.64,65.5,61.79,24,25.74,2.3,2.15,2.18,2.07,16.67,-0.72,-0.08
"PAK_2021","PAK","2021","S1G5_batch1",84,86.19,135,136.14,62,77.29,25,25.11,2.1,2.12,2.68,2.7,24.17,-0.21,-0.06
"PAK_2021","PAK","2021","S4A8_batch1",83.5,85.44,134,131.89,59,75.29,22.5,28,1.93,2.04,2.82,2.93,26.67,-0.15,-0.01
"PAK_2021","PAK","2021","S1D5_batch2",86,87.32,148,146.62,120.5,128.01,36.5,37.44,1.83,1.63,2.68,2.57,25,-0.27,0.3
"PAK_2021","PAK","2021","S1E8_batch1",75,80.94,143,153.14,97.5,84.29,30,27.32,2.05,1.98,2.17,2.2,21.67,-0.46,-0.4
"PAK_2021","PAK","2021","S2F8_batch1",84.5,86.32,161,160.28,87.5,92.34,26.5,27.77,2.4,2.36,2.92,2.87,18.33,-0.69,-0.53
"PAK_2021","PAK","2021","S3E4_batch1",107.5,98.19,168,168.23,160,142.79,47.5,45.07,2.05,2.02,2.22,1.78,10.83,-1.34,-1.01
"PAK_2021","PAK","2021","S4E11_batch1",80,83.44,161.5,153.64,80,80.29,20,22.82,2.15,2.08,2.62,2.46,37.5,0.59,0.17
"PAK_2021","PAK","2021","S4A1_batch1",90.5,91.19,149.5,156.14,88,93.54,32,34.02,1.6,1.75,1.57,1.85,15,-1.03,-0.04
"PAK_2021","PAK","2021","S2C4_batch1",77.5,79.65,145.5,142.95,76,71.67,30,27.44,2,2.06,2.62,2.66,28.33,0.28,-0.02
"PAK_2021","PAK","2021","S4B9_batch1",105,101.65,179.5,179.5,135.5,140.01,32.5,30.44,2,2,2.38,2.38,25.67,-0.15,-0.15
"PAK_2021","PAK","2021","S3B2_batch2",71,78.3,146,150.09,75,75.59,25,22.85,2.1,2.03,3.04,2.79,46.67,1.1,0.47
"PAK_2021","PAK","2021","S3D8_batch1",102,96.69,156.5,154.14,130,114.54,33.5,34.59,2.1,2.06,2.38,2.32,15.33,-0.93,-0.62
"PAK_2021","PAK","2021","S2B5_batch1",93,90.44,170,161.14,76.5,94.79,24.5,24.6,2.05,2.07,2.36,2.23,22.5,-0.52,-0.64
"PAK_2021","PAK","2021","S2F2_batch1",98,94.69,138.5,146.39,90.5,95.29,27.5,29.08,2.1,2.11,2.62,2.73,19.67,-0.55,-0.1
"PAK_2021","PAK","2021","S2G9_batch1",86,88.16,138,142.66,120,117.93,41,31.97,2,2.01,3,2.93,19,-0.47,-0.47
"PAK_2021","PAK","2021","S2B10_batch1",87.5,87.19,145,142.14,92.5,95.04,33.5,31.11,2.23,2.14,2.2,2.41,38.33,1.04,0.81
"PAK_2021","PAK","2021","S2G3_batch1",81,83.44,137,136.64,85.5,85.29,23.5,31.55,2.15,2.14,2.24,2.67,30.83,0.25,0.2
"PAK_2021","PAK","2021","S2G11_batch1",85,86.73,185,164.63,140,126.11,32,34.08,2.3,2.03,2.1,1.92,8.33,-1.53,-1.06
"PAK_2021","PAK","2021","S2A5_batch1",96,93.32,160,160,125.5,129.34,35,33.11,1.8,1.76,1.83,1.6,14.5,-1,-1.13
"PAK_2021","PAK","2021","S1E5_batch1",107,99.44,150,157.23,140,158.34,37.5,35.77,2.05,2.05,3.05,3.05,10,-1.38,-1.38
"PAK_2021","PAK","2021","S3E7_batch1",99.5,94.94,143,145.89,92.5,98.54,33.5,29.49,2.05,2.06,3.2,2.99,38.33,0.92,0.46
"PAK_2021","PAK","2021","S1G2_batch1",94,91.94,172,158.14,161.5,132.01,43,40.72,2.05,2.12,2.9,2.73,18.67,-0.68,-0.06
"PAK_2021","PAK","2021","S3B9_batch1",80.5,83.27,145,140.89,71.5,63.29,24,19.92,1.98,1.94,2.02,2.18,18.33,-0.57,-0.65
"PAK_2021","PAK","2021","S3G5_batch1",103,94.69,138.5,143.64,48.5,59.79,24.5,19.49,1.6,1.74,1.69,2.08,8.33,-1.49,-1.29
"PAK_2021","PAK","2021","S2H4_batch1",99.5,96.99,170,170,130.5,131.67,32.5,31.77,2.15,2.15,3.02,3.02,29.33,-0.03,-0.03
"PAK_2021","PAK","2021","S1F9_batch1",76,81.94,136.5,136.39,76,69.29,19.5,22.55,2.02,2.06,2.8,2.87,23.33,-0.38,0.01
"PAK_2021","PAK","2021","S4E6_batch1",101.5,97.65,174.5,173.95,158,147.01,43,39.11,1.75,1.79,1.82,1.93,18.17,-0.86,-0.77
"PAK_2021","PAK","2021","S4G1_batch1",89,87.59,134,153.74,60,92.66,24,30.77,2.3,2.13,1.9,2.5,35,1.01,-0.29
"PAK_2021","PAK","2021","S2E7_batch1",83,85.05,149,156.4,100,102,23,26.53,2,1.98,2.76,2.21,21.67,-0.22,-0.4
"PAK_2021","PAK","2021","S3H5_batch1",100,92.66,154,165.76,140,129.93,45,39.47,1.85,1.82,2.49,2.08,4,-1.86,-1.65
"PAK_2021","PAK","2021","S1A2_batch1",83,84.99,145.5,145.28,78,71.67,22,18.44,2,2.01,2.43,2.55,25,-0.15,-0.13
"PAK_2021","PAK","2021","S3F3_batch1",123,112.19,179,179,131.5,133.34,37,32.11,2.05,2.05,2.85,2.85,25,-0.2,-0.2
"PAK_2021","PAK","2021","S4A2_batch1",102.5,96.69,173.5,169.14,160,137.29,40,36.45,2.05,2,2.44,2.1,14.5,-1,-0.94
"PAK_2021","PAK","2021","S1C10_batch1",76.5,80.65,136.5,134.62,100.5,95.67,31.5,26.11,2.25,2.25,3.04,3.04,26.67,-0.03,-0.22
"PAK_2021","PAK","2021","S4G10_batch1",96,93.32,168,158.62,152,135.01,35.5,31.11,2.1,2.05,2.9,2.66,32.17,0.43,0.01
"PAK_2021","PAK","2021","S1A7_batch1",98,95.65,158,158.62,125,123.67,25,27.44,2.35,2.26,2.81,2.48,30,0.39,-0.01
"PAK_2021","PAK","2021","S3H4_batch1",79.5,82.27,161.5,157.14,88,94.38,32,29.68,1.88,1.9,2.45,2.63,38.33,0.88,0.5
"PAK_2021","PAK","2021","S3D10_batch1",92.5,91.32,148,156.62,131,134.67,29.5,29.11,2.42,2.31,3.97,3.22,33.33,0.58,0.04
"PAK_2021","PAK","2021","S4B5_batch1",88.5,88.94,152,148.39,101,100.04,32.5,28.17,2.17,2.14,2.28,2.59,49.67,1.57,0.38
"PAK_2021","PAK","2021","S4H10_batch1",80,83.09,133,149.4,NA,NA,29,29.67,1.5,2.05,1.57,2.04,16,-0.75,-0.09
"PAK_2021","PAK","2021","S2H2_batch1",95.5,93.69,159,165.14,125,123.54,26,27.8,2.05,1.98,2.2,1.91,23.33,-0.34,-0.75
"PAK_2021","PAK","2021","S1H3_batch1",88,88.38,150,162.07,120,108.43,40,31.86,2,1.9,2.88,2.32,12,-1.12,-1.11
"PAK_2021","PAK","2021","S1F4_batch1",76.5,79.32,147,147.95,75.5,73.34,26.5,27.11,2.2,2.16,2.89,2.86,26.67,-0.07,-0.25
"PAK_2021","PAK","2021","S4G6_batch1",92,91.44,154.5,152.39,105,101.79,28,28.51,2,2.02,3.03,2.74,35.83,0.77,0.3
"PAK_2021","PAK","2021","S3H8_batch1",76.5,81.19,140,147.14,109,112.04,34.5,37.24,2.05,2.18,2.6,2.7,50,2.08,1.94
"PAK_2021","PAK","2021","S4C2_batch1",100,94.94,149,159.64,135,146.34,32.5,38.44,2.2,2.14,3.02,2.83,17.17,-0.79,-0.74
"PAK_2021","PAK","2021","S3D3_batch1",74,80.19,150,150.39,94.5,94.79,24.5,27.09,1.9,1.93,2.6,2.63,41.67,1.19,0.79
"PAK_2021","PAK","2021","S2E9_batch1",90.5,90.65,152.5,159.28,91,97.34,22,25.77,1.85,1.82,2.14,2.11,11.67,-1.26,-0.99
"PAK_2021","PAK","2021","S3F4_batch1",86,85.94,140,141.64,69,83.29,22,27.74,2.05,2.05,3.03,3.02,25,-0.27,-0.06
"PAK_2021","PAK","2021","S5B1_batch2",80,83.19,135.5,134.64,70,86.66,24,25.72,2,2.03,2.53,2.61,20,-0.61,-0.59
"PAK_2021","PAK","2021","S1D2_batch1",80,83.19,149,148.39,80,76.33,24,23.23,2.25,2.1,2.57,2.6,26.67,0.01,0.11
"PAK_2021","PAK","2021","S1F5_batch1",91.5,89.94,172,176.64,127.5,117.01,29.5,28,2.2,2.07,2.71,2.42,21.17,-0.6,-0.73
"PAK_2021","PAK","2021","S1D4_batch1",77.5,82.19,136.5,134.64,74.5,71.04,22.5,24.69,1.95,1.94,2.26,2.32,16.67,-0.8,-0.21
"PAK_2021","PAK","2021","S2F3_batch1",80.5,84.69,137,136.39,54,57.29,18.5,19.57,1.9,1.96,2.35,2.4,12.5,-1.2,-1.09
"PAK_2021","PAK","2021","S4C6_batch1",77.5,83.44,149.5,156.39,91,74.54,25,23.29,2.08,2.02,2.88,2.69,21.67,-0.42,-0.74
"PAK_2021","PAK","2021","S2C9_batch1",84,85.81,153,142.63,88,90.77,39,33.11,2.1,2.02,1.82,2.26,38.33,0.53,0.03
"PAK_2021","PAK","2021","S1B5_batch1",110,103.19,173,164.9,122.5,119.79,30.5,27.55,2.2,2.09,2.56,2.38,21.17,-0.45,-0.43
"PAK_2021","PAK","2021","S1B3_batch2",92.5,88.69,139,139.39,81,110.04,26.5,25.5,2.1,2.2,2.57,2.79,30,0.27,-0.07
"PAK_2021","PAK","2021","S5G2_batch2",76,84.47,171,160.29,85,77.44,28,26.51,2,2.37,2.8,2.86,58.33,1.9,1.06
"PAK_2021","PAK","2021","S3H6_batch1",85,85.44,137.5,142.39,57.5,72.04,23.5,26.74,2.05,2.13,2.42,2.71,45.83,1.5,1.43
"PAK_2021","PAK","2021","S2A3_batch1",77,84.8,143,144.59,100,77.59,43,32.35,2.1,2.08,2.14,2.38,15,-1.07,-0.46
"PAK_2021","PAK","2021","KATA3G2RH10",82,84.19,135.5,139.14,85,83.04,29.5,26.08,1.98,1.97,2.92,2.8,30,0.07,-0.35
"PAK_2021","PAK","2021","S2B7_batch1",107.5,104.99,180.5,177.95,169,166.34,41,38.11,2.15,2.15,2.15,2.15,21.17,-0.31,-0.31
"PAK_2021","PAK","2021","S2C10_batch1",81.5,83.94,132.5,139.89,59,75.79,15,23.77,1.88,1.93,2.46,2.2,11.67,-1.22,-0.79
"PAK_2021","PAK","2021","S4F3_batch1",82,84.94,169,164.64,86.5,76.54,26.5,25.26,1.9,1.94,1.81,2,17,-0.82,-0.82
"PAK_2021","PAK","2021","S2C7_batch1",101.5,94.69,155,147.39,128,109.29,38.5,32.8,2.1,2.15,2,2.5,26,-0.09,-0.41
"PAK_2021","PAK","2021","S2B9_batch1",67,81.47,146,138.63,90,80.77,30,26.88,1.9,1.92,2.47,2.8,60,2.02,0.23
"PAK_2021","PAK","2021","S2E10_batch1",95.5,92.69,168,164.64,109.5,102.54,23.5,24.47,2.22,2.1,2.13,2.43,35.33,0.52,-0.03
"PAK_2021","PAK","2021","S3F9_batch2",77,81.69,135,135.14,92.5,98.04,32,30.76,2,2,2.94,3,21.67,-0.38,0.01
"PAK_2021","PAK","2021","S4H4_batch1",97,92.3,168,145.52,136,151.59,30,33.35,2.3,2.58,2.89,2.87,32.33,0.12,0.21
"PAK_2021","PAK","2021","S3C2_batch1",86.5,87.94,151.5,143.89,76,83.54,30,29.22,2.15,2.14,2.72,2.7,22.5,-0.44,-0.51
"PAK_2021","PAK","2021","S4B1_batch1",104,92.81,185,168.52,160,151.09,37,34.85,2.4,2.39,1.49,1.56,12.33,-1.25,-1.25
"PAK_2021","PAK","2021","S1F3_batch1",102.5,96.44,160.5,157.39,120,114.79,23,26.48,2.16,2.08,2.83,2.78,24.83,-0.16,0.75
"PAK_2021","PAK","2021","S1F8_batch1",72,81.47,140,138.96,111,92.77,21,22.36,2.1,2.11,3.2,2.86,51.33,1.42,-0.02
"PAK_2021","PAK","2021","S3D2_batch2",88.5,87.69,146,146.39,71.5,81.54,24,22.54,2.15,2.14,2.83,2.85,23.33,-0.26,-0.3
"PAK_2021","PAK","2021","S6C8_batch2",74,79.65,136.5,144.95,107.5,103.67,30,27.44,2.2,1.85,2.28,2.35,35,0.5,0.43
"PAK_2021","PAK","2021","S3A9_batch1",97,93.81,173,162.96,130,130.59,28,21.85,1.8,1.79,2.48,2.03,15,-1.07,-0.86
"PAK_2021","PAK","2021","S2B3_batch1",122,106.44,NA,NA,160,152.67,38,34.77,NA,NA,NA,NA,NA,NA,NA
"PAK_2021","PAK","2021","S4H5_batch1",102,99.19,NA,NA,150,138.34,30,32.07,NA,NA,NA,NA,NA,NA,NA
"PAK_2021","PAK","2021","S4H3_batch1",82,83.32,138.5,133.62,70,71.01,22.5,27.44,1.95,1.89,2.58,2.7,43.33,1.35,1.11
"PAK_2021","PAK","2021","S1D8_batch1",79.5,82.44,136.5,133.89,69,76.04,23.5,24.33,1.9,1.93,2.51,2.67,30,0.27,0.17
